00:00:00.023917 main     VirtualBox COM Server 4.1.34 r1129466056 win.amd64 (Jul 26 2022 16:16:15) release log
00:16:30.968256          Launched VM: 17290096 pid: 3464 (0xd88) frontend: headless name: leidian0
00:16:31.190900          WARNING [COM]: aRC=E_FAIL (0x80004005) aIID={20191216-5fdc-4aba-aff5-6a39bbd7c38b} aComponent={HostWrap} aText={Could not load the Host USB Proxy Service (VERR_FILE_NOT_FOUND). The service might not be installed on the host computer}, preserve=true  aResultDetail=0
00:18:55.546188          Saving settings file "C:\LDPlayer\LDPlayer9\vms\leidian0\leidian.vbox" with version "1.18-windows"
00:19:00.554394 main     VirtualBox: object deletion starts
00:19:00.554765 main     ERROR [COM]: aRC=VBOX_E_OBJECT_IN_USE (0x80bb000c) aIID={20191216-787b-44ab-b343-a082a3f2dfb1} aComponent={MediumWrap} aText={Medium 'C:\LDPlayer\LDPlayer9\system.vmdk' cannot be closed because it is still attached to 1 virtual machines}, preserve=false aResultDetail=0
00:19:00.554830 main     ERROR [COM]: aRC=VBOX_E_OBJECT_IN_USE (0x80bb000c) aIID={20191216-787b-44ab-b343-a082a3f2dfb1} aComponent={MediumWrap} aText={Medium 'C:\LDPlayer\LDPlayer9\vms\leidian0\data.vmdk' cannot be closed because it is still attached to 1 virtual machines}, preserve=false aResultDetail=0
00:19:00.554844 main     ERROR [COM]: aRC=VBOX_E_OBJECT_IN_USE (0x80bb000c) aIID={20191216-787b-44ab-b343-a082a3f2dfb1} aComponent={MediumWrap} aText={Medium 'C:\LDPlayer\LDPlayer9\vms\leidian0\sdcard.vmdk' cannot be closed because it is still attached to 1 virtual machines}, preserve=false aResultDetail=0
00:19:00.556773 main     HostDnsMonitor: shutting down ...
00:19:00.557294 main     HostDnsMonitor: shut down
00:19:00.559533 Watcher  ERROR [COM]: aRC=E_ACCESSDENIED (0x80070005) aIID={20191216-e254-4e5b-a1f2-011cf991c38d} aComponent={VirtualBoxWrap} aText={The object is not ready}, preserve=false aResultDetail=0
00:19:00.559696 main     VirtualBox: object deleted
